,timestamp,vm_id,min cpu,max cpu,avg cpu
0,0,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,1.9791606468736764,3.7607326793240854,2.4680924596045126
1,300,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,2.0074810579261007,2.876975229858012,2.358160364830689
2,600,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,2.105692987029516,5.116170144443853,2.645245868213689
3,900,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,1.8447138534970864,3.2038087674443654,2.3254677150052863
4,1200,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,2.07272312463121,4.746758181219248,2.6427530212753174
5,1500,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,1.917254165027664,2.9902012708703087,2.363163486178011
6,1800,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,2.1585577332088213,8.149176093048489,4.389387286581801
7,2100,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,1.8742155298663727,7.539593875940519,2.8850446947469823
8,2400,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,2.1156738530903603,4.920338414313791,2.726786792669352
9,2700,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,2.0075226398393315,2.9135675867102786,2.349662304818631
10,3000,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,1.9512820146146188,6.562889284403059,3.1146513970722145
11,3300,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,2.0162729439886404,3.1657824890842714,2.4298583508685896
12,3600,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,1.9026578323234615,4.906755708233358,2.6238124538678567
13,3900,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,2.0156079006107435,3.0040816274784534,2.38393763585778
14,4200,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,1.9789069740203464,4.897998619298184,2.6729173140550144
15,4500,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,1.969588689699438,3.0352461834761466,2.3195963045844445
16,4800,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,1.931036328980127,5.105953051963319,2.624366690331742
17,5100,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,2.0273685081424238,3.645960281623182,2.475524835106301
18,5400,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,1.8778417396890903,4.996716304423101,2.6321463181138287
19,5700,ZpMwnb9dWc2wJ8U8sM/xDN9n60fgii57F35vNtiUDPISjbJWDQ6wACH4th6A6GMu,2.0885873111701825,8.27698881629374,5.246522240079573
